PDB_ID,ExactMatch,NumMotifs_Ori,NumMotifs_Opt,SharedMotifs,JaccardAvg
MGYP004595534139,False,1,0,0,0.0
MGYP004595577991,False,6,0,0,0.0
MGYP004595595103,False,2,0,0,0.0
MGYP004595701809,False,2,0,0,0.0
MGYP004595724113,False,1,0,0,0.0
MGYP004595840113,False,4,0,0,0.0
MGYP004595848139,False,2,0,0,0.0
MGYP004595859193,False,1,0,0,0.0
MGYP004595873353,False,2,0,0,0.0
MGYP004595950211,False,1,0,0,0.0
MGYP004595980893,False,3,0,0,0.0
MGYP004596063527,False,1,0,0,0.0
MGYP004596078113,False,3,0,0,0.0
MGYP004596154193,False,4,0,0,0.0
MGYP004596165103,False,4,0,0,0.0
MGYP004596167809,False,5,0,0,0.0
MGYP004596169139,False,2,0,0,0.0
MGYP004596213193,False,1,0,0,0.0
MGYP004596220113,False,1,0,0,0.0
MGYP004596258103,False,1,0,0,0.0
MGYP004596349211,False,2,0,0,0.0
MGYP004596374893,False,1,0,0,0.0
MGYP004596430809,False,5,0,0,0.0
MGYP004596453353,False,1,0,0,0.0
MGYP004596481103,False,1,0,0,0.0
MGYP004596524809,False,4,0,0,0.0
MGYP004596562809,False,1,0,0,0.0
MGYP004596577113,False,1,0,0,0.0
MGYP004596760113,False,1,0,0,0.0
MGYP004596777893,False,1,0,0,0.0
MGYP004596806809,False,1,0,0,0.0
MGYP004596819103,False,8,0,0,0.0
MGYP004596866113,False,2,0,0,0.0
MGYP004596930893,False,2,0,0,0.0
MGYP004596977113,False,2,0,0,0.0
MGYP004597001893,False,2,0,0,0.0
MGYP004597004893,False,6,0,0,0.0
MGYP004597022893,False,1,0,0,0.0
MGYP004597044139,False,5,0,0,0.0
MGYP004597062139,False,2,0,0,0.0
