PDB_ID,ExactMatch,NumMotifs_Ori,NumMotifs_Opt,SharedMotifs,JaccardAvg
MGYP000049721254,True,1,1,1,1.0
MGYP000050269401,True,2,2,2,1.0
MGYP000050842261,True,1,1,1,1.0
MGYP000051943095,True,4,4,4,1.0
MGYP000052688781,True,1,1,1,1.0
MGYP000053357017,True,4,4,4,1.0
MGYP000054071921,True,1,1,1,1.0
MGYP000054677228,True,1,1,1,1.0
MGYP000054719261,True,3,3,3,1.0
MGYP000054826049,True,5,5,5,1.0
MGYP000055344424,True,2,2,2,1.0
MGYP000055683482,True,6,6,6,1.0
MGYP000056405031,True,5,5,5,1.0
MGYP000057399450,True,1,1,1,1.0
MGYP000058426915,True,2,2,2,1.0
MGYP000058712614,True,1,1,1,1.0
MGYP000058887465,True,1,1,1,1.0
MGYP000059537684,True,1,1,1,1.0
MGYP000060660405,True,7,7,7,1.0
MGYP000061759587,True,1,1,1,1.0
MGYP000062068456,True,3,3,3,1.0
MGYP000062920417,True,1,1,1,1.0
MGYP000063202794,True,2,2,2,1.0
MGYP000063394458,True,2,2,2,1.0
MGYP000065025220,True,2,2,2,1.0
MGYP000068444139,True,2,2,2,1.0
MGYP000069454217,True,1,1,1,1.0
MGYP000070219614,True,5,5,5,1.0
MGYP000070430902,True,2,2,2,1.0
MGYP000070920067,True,1,1,1,1.0
MGYP000072100213,True,2,2,2,1.0
MGYP000072135156,True,2,2,2,1.0
MGYP000072673295,True,1,1,1,1.0
MGYP000072940878,True,1,1,1,1.0
MGYP000074756770,True,2,2,2,1.0
MGYP000075153336,True,1,1,1,1.0
MGYP000075831463,True,4,4,4,1.0
MGYP000076114911,True,1,1,1,1.0
MGYP000077088951,True,2,2,2,1.0
MGYP000077247338,True,3,3,3,1.0
MGYP000077444705,True,2,2,2,1.0
MGYP000078362861,True,2,2,2,1.0
MGYP000079453203,True,3,3,3,1.0
MGYP000079545455,True,1,1,1,1.0
MGYP000079853548,True,2,2,2,1.0
MGYP000080530977,True,1,1,1,1.0
MGYP000080648477,True,2,2,2,1.0
MGYP000080686925,True,2,2,2,1.0
MGYP000081070919,True,1,1,1,1.0
MGYP000081111812,True,3,3,3,1.0
MGYP000082479216,True,2,2,2,1.0
MGYP000082814895,True,3,3,3,1.0
MGYP000083877903,True,4,4,4,1.0
MGYP000084020761,True,3,3,3,1.0
MGYP000084168054,True,10,10,10,1.0
MGYP000084501554,True,2,2,2,1.0
MGYP000085335015,True,1,1,1,1.0
MGYP000085526582,True,4,4,4,1.0
MGYP000085767071,True,2,2,2,1.0
MGYP000085849577,True,1,1,1,1.0
MGYP000086069514,True,1,1,1,1.0
MGYP000086666963,True,2,2,2,1.0
MGYP000088088845,True,1,1,1,1.0
MGYP000089789580,True,1,1,1,1.0
MGYP000089804703,True,1,1,1,1.0
MGYP000089830285,True,1,1,1,1.0
MGYP000091289079,True,1,1,1,1.0
MGYP000092340338,True,1,1,1,1.0
MGYP000092494185,True,4,4,4,1.0
MGYP000094101272,True,1,1,1,1.0
MGYP000094188299,True,1,1,1,1.0
MGYP000094382939,True,1,1,1,1.0
MGYP000094486302,True,3,3,3,1.0
MGYP000094585464,True,4,4,4,1.0
MGYP000095103666,True,1,1,1,1.0
MGYP000095248300,True,1,1,1,1.0
MGYP000096769867,True,1,1,1,1.0
MGYP000097225058,True,1,1,1,1.0
MGYP000097371997,True,1,1,1,1.0
MGYP000098342538,True,1,1,1,1.0
MGYP000099151941,True,1,1,1,1.0
MGYP000100347041,True,1,1,1,1.0
MGYP000100376899,True,1,1,1,1.0
MGYP000100528234,True,1,1,1,1.0
MGYP000101735997,True,5,5,5,1.0
MGYP000101899061,True,2,2,2,1.0
MGYP000102465142,True,6,6,6,1.0
MGYP000102677080,True,1,1,1,1.0
MGYP000103766240,True,4,4,4,1.0
MGYP000104062846,True,1,1,1,1.0
MGYP000104578056,True,2,2,2,1.0
MGYP000104660429,True,1,1,1,1.0
MGYP000104675751,True,1,1,1,1.0
MGYP000104967205,True,2,2,2,1.0
MGYP000105303863,True,1,1,1,1.0
MGYP000106022398,True,6,6,6,1.0
MGYP000106103874,True,2,2,2,1.0
MGYP000106175219,True,1,1,1,1.0
MGYP000107241368,True,2,2,2,1.0
MGYP000107615218,True,2,2,2,1.0
MGYP000107772961,True,1,1,1,1.0
MGYP000108436032,True,1,1,1,1.0
MGYP000108790716,True,1,1,1,1.0
MGYP000110080818,True,1,1,1,1.0
MGYP000110140670,True,2,2,2,1.0
MGYP000110859592,True,2,2,2,1.0
MGYP000111050943,True,1,1,1,1.0
MGYP000111291279,True,1,1,1,1.0
MGYP000111432748,True,2,2,2,1.0
MGYP000111772756,True,1,1,1,1.0
MGYP000112009991,True,4,4,4,1.0
MGYP000112387244,True,5,5,5,1.0
MGYP000113646872,True,1,1,1,1.0
MGYP000113724306,True,1,1,1,1.0
MGYP000114399660,True,5,5,5,1.0
MGYP000116447093,True,3,3,3,1.0
MGYP000117671555,True,4,4,4,1.0
MGYP000117831876,True,1,1,1,1.0
MGYP000118113377,True,5,5,5,1.0
MGYP000119831165,True,4,4,4,1.0
MGYP000120248837,True,1,1,1,1.0
MGYP000120743427,True,7,7,7,1.0
MGYP000121545793,True,1,1,1,1.0
MGYP000121589557,True,1,1,1,1.0
MGYP000123060652,True,4,4,4,1.0
MGYP000123210468,True,1,1,1,1.0
MGYP000123363428,True,1,1,1,1.0
MGYP000123443956,True,1,1,1,1.0
MGYP000123622365,True,1,1,1,1.0
MGYP000123697713,True,1,1,1,1.0
MGYP000124400968,True,3,3,3,1.0
MGYP000126711775,True,1,1,1,1.0
MGYP000127399896,True,2,2,2,1.0
MGYP000128945414,True,2,2,2,1.0
MGYP000128988153,True,2,2,2,1.0
MGYP000129332144,True,3,3,3,1.0
MGYP000131589192,True,4,4,4,1.0
MGYP000132740053,True,1,1,1,1.0
MGYP000133214827,True,1,1,1,1.0
MGYP000133216789,True,2,2,2,1.0
MGYP000134236907,True,1,1,1,1.0
MGYP000134972950,True,1,1,1,1.0
MGYP000135109630,True,4,4,4,1.0
MGYP000135657848,True,3,3,3,1.0
MGYP000135842471,True,1,1,1,1.0
MGYP000136674478,True,1,1,1,1.0
MGYP000137535661,True,1,1,1,1.0
MGYP000138235558,True,3,3,3,1.0
MGYP000138278206,True,3,3,3,1.0
MGYP000138443174,True,1,1,1,1.0
MGYP000138513869,True,3,3,3,1.0
MGYP000138556474,True,2,2,2,1.0
MGYP000138756315,True,1,1,1,1.0
MGYP000141224851,True,1,1,1,1.0
MGYP000141440358,True,8,8,8,1.0
MGYP000141818038,True,3,3,3,1.0
MGYP000142051349,True,3,3,3,1.0
MGYP000142912458,True,1,1,1,1.0
MGYP000143223031,True,1,1,1,1.0
MGYP000144694406,True,3,3,3,1.0
MGYP000146615593,True,2,2,2,1.0
MGYP000146642196,True,2,2,2,1.0
MGYP000146664481,True,3,3,3,1.0
MGYP000147534213,True,3,3,3,1.0
MGYP000147725407,True,3,3,3,1.0
MGYP000149302245,True,1,1,1,1.0
MGYP000149541130,True,2,2,2,1.0
MGYP000149822740,True,1,1,1,1.0
MGYP000149991995,True,1,1,1,1.0
MGYP000150398195,True,2,2,2,1.0
MGYP000151774258,True,2,2,2,1.0
MGYP000152113376,True,3,3,3,1.0
MGYP000152352444,True,2,2,2,1.0
MGYP000152565668,True,3,3,3,1.0
MGYP000152763186,True,6,6,6,1.0
MGYP000153286693,True,1,1,1,1.0
MGYP000153570782,True,2,2,2,1.0
MGYP000153711597,True,6,6,6,1.0
MGYP000154000496,True,2,2,2,1.0
MGYP000154998071,True,1,1,1,1.0
MGYP000155314219,True,4,4,4,1.0
MGYP000155453683,True,8,8,8,1.0
MGYP000158801246,True,3,3,3,1.0
MGYP000158960465,True,3,3,3,1.0
MGYP000159439169,True,3,3,3,1.0
MGYP000159559592,True,3,3,3,1.0
MGYP000161609003,True,3,3,3,1.0
MGYP000164573063,True,4,4,4,1.0
MGYP000164654542,True,3,3,3,1.0
MGYP000165237529,True,3,3,3,1.0
MGYP000165809253,True,6,6,6,1.0
MGYP000166167540,True,10,10,10,1.0
MGYP000167502847,True,1,1,1,1.0
MGYP000167916847,True,1,1,1,1.0
MGYP000169766003,True,1,1,1,1.0
MGYP000170872015,True,6,6,6,1.0
MGYP000170992934,True,1,1,1,1.0
MGYP000173715521,True,4,4,4,1.0
MGYP000173852166,True,2,2,2,1.0
MGYP000175046448,True,3,3,3,1.0
MGYP000175392906,True,5,5,5,1.0
MGYP000175437490,True,1,1,1,1.0
MGYP000177232903,True,3,3,3,1.0
MGYP000178443787,True,9,9,9,1.0
MGYP000178924115,True,1,1,1,1.0
MGYP000179550134,True,1,1,1,1.0
MGYP000179594920,True,4,4,4,1.0
MGYP000179697945,True,1,1,1,1.0
MGYP000179706488,True,2,2,2,1.0
MGYP000179725536,True,1,1,1,1.0
MGYP000180148082,True,1,1,1,1.0
MGYP000181174023,True,1,1,1,1.0
MGYP000181323795,True,1,1,1,1.0
MGYP000182146919,True,4,4,4,1.0
MGYP000182328657,True,10,10,10,1.0
MGYP000182497598,True,2,2,2,1.0
MGYP000183346363,True,1,1,1,1.0
MGYP000183551527,True,7,7,7,1.0
MGYP000184669048,True,4,4,4,1.0
MGYP000184673287,True,3,3,3,1.0
MGYP000185301532,True,4,4,4,1.0
MGYP000185367580,True,1,1,1,1.0
MGYP000186163544,True,4,4,4,1.0
MGYP000187101215,True,7,7,7,1.0
MGYP000188183385,True,1,1,1,1.0
MGYP000188580967,True,3,3,3,1.0
MGYP000188607810,True,1,1,1,1.0
MGYP000189221953,True,2,2,2,1.0
MGYP000190178245,True,4,4,4,1.0
MGYP000190894087,True,1,1,1,1.0
MGYP000190912056,True,4,4,4,1.0
MGYP000193211252,True,3,3,3,1.0
MGYP000193392374,True,3,3,3,1.0
MGYP000194216568,True,1,1,1,1.0
MGYP000194353028,True,4,4,4,1.0
MGYP000194849485,True,1,1,1,1.0
MGYP000195150771,True,1,1,1,1.0
MGYP000196171269,True,2,2,2,1.0
MGYP000196371665,True,1,1,1,1.0
MGYP000196831793,True,2,2,2,1.0
MGYP000197289173,True,2,2,2,1.0
MGYP000197527522,True,11,11,11,1.0
MGYP000197884847,True,3,3,3,1.0
MGYP000198165136,True,6,6,6,1.0
MGYP000199734853,True,2,2,2,1.0
MGYP000200737615,True,1,1,1,1.0
MGYP000200916675,True,1,1,1,1.0
MGYP000201189449,True,4,4,4,1.0
MGYP000201552797,True,1,1,1,1.0
MGYP000201786613,True,1,1,1,1.0
MGYP000202266242,True,1,1,1,1.0
MGYP000203057509,True,1,1,1,1.0
MGYP000203222714,True,3,3,3,1.0
MGYP000203251517,True,1,1,1,1.0
MGYP000203423331,True,1,1,1,1.0
MGYP000203970500,True,3,3,3,1.0
MGYP000204509607,True,2,2,2,1.0
MGYP000204974674,True,1,1,1,1.0
MGYP000205193309,True,5,5,5,1.0
MGYP000205702447,True,5,5,5,1.0
MGYP000206014009,True,3,3,3,1.0
MGYP000206061543,True,2,2,2,1.0
MGYP000207840515,True,3,3,3,1.0
MGYP000208100033,True,2,2,2,1.0
MGYP000209156290,True,6,6,6,1.0
MGYP000210646840,True,3,3,3,1.0
MGYP000211521467,True,1,1,1,1.0
MGYP000212622486,True,9,9,9,1.0
MGYP000213165764,True,1,1,1,1.0
MGYP000213725523,True,2,2,2,1.0
MGYP000214846260,True,3,3,3,1.0
MGYP000215552161,True,3,3,3,1.0
MGYP000216404032,True,6,6,6,1.0
MGYP000216600447,True,4,4,4,1.0
MGYP000216716177,True,1,1,1,1.0
MGYP000216847324,True,1,1,1,1.0
MGYP000217175701,True,2,2,2,1.0
MGYP000218451623,True,1,1,1,1.0
MGYP000218585079,True,1,1,1,1.0
MGYP000219591956,True,1,1,1,1.0
MGYP000219936290,True,5,5,5,1.0
MGYP000220257023,True,1,1,1,1.0
MGYP000220371673,True,2,2,2,1.0
MGYP000220484556,True,2,2,2,1.0
MGYP000220666746,True,1,1,1,1.0
MGYP000220708130,True,1,1,1,1.0
MGYP000221071087,True,1,1,1,1.0
MGYP000222480839,True,1,1,1,1.0
MGYP000222608748,True,1,1,1,1.0
MGYP000225914310,True,1,1,1,1.0
MGYP000226940842,True,1,1,1,1.0
MGYP000227164555,True,2,2,2,1.0
MGYP000227609732,True,1,1,1,1.0
MGYP000227625913,True,4,4,4,1.0
MGYP000229596293,True,2,2,2,1.0
MGYP000229735498,True,1,1,1,1.0
MGYP000230161673,True,2,2,2,1.0
MGYP000231393652,True,4,4,4,1.0
MGYP000232184014,True,2,2,2,1.0
MGYP000233056007,True,2,2,2,1.0
MGYP000233313361,True,5,5,5,1.0
MGYP000233362017,True,1,1,1,1.0
MGYP000233848944,True,8,8,8,1.0
MGYP000234421417,True,1,1,1,1.0
MGYP000234427503,True,1,1,1,1.0
MGYP000234622978,True,1,1,1,1.0
MGYP000234845890,True,1,1,1,1.0
MGYP000235222147,True,1,1,1,1.0
MGYP000235487027,True,2,2,2,1.0
MGYP000235824214,True,8,8,8,1.0
MGYP000236088571,True,1,1,1,1.0
MGYP000236414231,True,5,5,5,1.0
MGYP000237346897,True,1,1,1,1.0
MGYP000237356450,True,2,2,2,1.0
MGYP000237694213,True,3,3,3,1.0
MGYP000237890202,True,1,1,1,1.0
MGYP000237902654,True,3,3,3,1.0
MGYP000238092501,True,1,1,1,1.0
MGYP000238134753,True,1,1,1,1.0
MGYP000238489710,True,3,3,3,1.0
MGYP000239019144,True,3,3,3,1.0
MGYP000239438226,True,1,1,1,1.0
MGYP000239872479,True,1,1,1,1.0
MGYP000240164305,True,3,3,3,1.0
MGYP000240467747,True,1,1,1,1.0
MGYP000241398130,True,3,3,3,1.0
MGYP000243200896,True,4,4,4,1.0
MGYP000243224167,True,1,1,1,1.0
MGYP000243563470,True,1,1,1,1.0
MGYP000243634354,True,5,5,5,1.0
MGYP000244559807,True,1,1,1,1.0
MGYP000244638050,True,1,1,1,1.0
MGYP000244670145,True,7,7,7,1.0
MGYP000245456084,True,1,1,1,1.0
MGYP000246105143,True,4,4,4,1.0
MGYP000246186056,True,1,1,1,1.0
MGYP000246292310,True,4,4,4,1.0
MGYP000246341896,True,9,9,9,1.0
MGYP000246521327,True,2,2,2,1.0
MGYP000246716386,True,1,1,1,1.0
MGYP000246718790,True,2,2,2,1.0
MGYP000247430498,True,1,1,1,1.0
MGYP000247526309,True,2,2,2,1.0
MGYP000249245227,True,1,1,1,1.0
MGYP000249447897,True,2,2,2,1.0
MGYP000249872151,True,2,2,2,1.0
MGYP000250233881,True,1,1,1,1.0
MGYP000250532207,True,2,2,2,1.0
MGYP000250604659,True,5,5,5,1.0
MGYP000250711951,True,5,5,5,1.0
MGYP000251459538,True,4,4,4,1.0
MGYP000252331654,True,1,1,1,1.0
MGYP000253031191,True,1,1,1,1.0
MGYP000255042600,True,1,1,1,1.0
MGYP000255294706,True,3,3,3,1.0
MGYP000256099255,True,3,3,3,1.0
MGYP000257318932,True,3,3,3,1.0
MGYP000258105747,True,1,1,1,1.0
MGYP000258700555,True,1,1,1,1.0
MGYP000258747484,True,1,1,1,1.0
MGYP000258804190,True,9,9,9,1.0
MGYP000258907471,True,1,1,1,1.0
MGYP000259174291,True,1,1,1,1.0
MGYP000260145829,True,1,1,1,1.0
MGYP000260192407,True,1,1,1,1.0
MGYP000260853430,True,8,8,8,1.0
MGYP000260963630,True,2,2,2,1.0
MGYP000261233238,True,3,3,3,1.0
MGYP000261547814,False,7,0,0,0.0
MGYP000261650696,True,1,1,1,1.0
MGYP000261961802,True,1,1,1,1.0
MGYP000263299117,True,1,1,1,1.0
MGYP000264513259,True,7,7,7,1.0
MGYP000264607508,True,3,3,3,1.0
MGYP000264650236,True,2,2,2,1.0
MGYP000264739893,True,3,3,3,1.0
MGYP000264971721,True,1,1,1,1.0
MGYP000266095750,True,2,2,2,1.0
MGYP000266350242,True,1,1,1,1.0
MGYP000267311274,True,2,2,2,1.0
MGYP000267486564,True,1,1,1,1.0
MGYP000267561313,True,9,9,9,1.0
MGYP000268992500,True,4,4,4,1.0
MGYP000270357880,True,4,4,4,1.0
MGYP000270825716,True,8,8,8,1.0
MGYP000271254517,True,1,1,1,1.0
MGYP000271873134,True,5,5,5,1.0
MGYP000273204909,True,4,4,4,1.0
MGYP000273364148,True,1,1,1,1.0
MGYP000273463359,True,3,3,3,1.0
MGYP000273481371,True,2,2,2,1.0
MGYP000273547711,True,3,3,3,1.0
MGYP000273644531,True,4,4,4,1.0
MGYP000274535844,True,2,2,2,1.0
MGYP000274901199,True,1,1,1,1.0
MGYP000275072576,True,5,5,5,1.0
MGYP000275563805,True,4,4,4,1.0
MGYP000276186973,True,1,1,1,1.0
MGYP000276622744,True,2,2,2,1.0
MGYP000276778224,True,3,3,3,1.0
MGYP000276913222,True,1,1,1,1.0
MGYP000277410230,True,3,3,3,1.0
MGYP000277428766,True,3,3,3,1.0
MGYP000277563436,True,1,1,1,1.0
MGYP000278751017,True,3,3,3,1.0
MGYP000278875222,True,1,1,1,1.0
MGYP000279187223,True,4,4,4,1.0
MGYP000279792050,True,4,4,4,1.0
MGYP000280669613,True,1,1,1,1.0
MGYP000281563098,True,2,2,2,1.0
MGYP000281590172,True,1,1,1,1.0
MGYP000281597838,True,3,3,3,1.0
MGYP000282213176,True,1,1,1,1.0
MGYP000282758683,True,3,3,3,1.0
MGYP000282982237,True,1,1,1,1.0
MGYP000283040707,True,2,2,2,1.0
MGYP000283707696,True,1,1,1,1.0
MGYP000284513363,True,1,1,1,1.0
MGYP000288028201,True,1,1,1,1.0
MGYP000288035725,True,1,1,1,1.0
MGYP000288290359,True,2,2,2,1.0
MGYP000288475834,True,1,1,1,1.0
MGYP000288897295,True,2,2,2,1.0
MGYP000289174223,True,1,1,1,1.0
MGYP000290433407,True,4,4,4,1.0
MGYP000290548124,True,4,4,4,1.0
MGYP000290743118,True,2,2,2,1.0
MGYP000291079196,True,1,1,1,1.0
MGYP000291166565,True,1,1,1,1.0
MGYP000291621019,True,2,2,2,1.0
MGYP000293329340,True,9,9,9,1.0
MGYP000294099601,True,2,2,2,1.0
MGYP000294730343,True,1,1,1,1.0
MGYP000294791860,True,2,2,2,1.0
MGYP000294899485,True,2,2,2,1.0
MGYP000295522639,True,1,1,1,1.0
MGYP000295715454,True,3,3,3,1.0
MGYP000296478129,True,1,1,1,1.0
MGYP000296848884,True,5,5,5,1.0
MGYP000298012865,True,2,2,2,1.0
MGYP000298440740,True,6,6,6,1.0
MGYP000298539804,True,5,5,5,1.0
MGYP000298747692,True,4,4,4,1.0
MGYP000299618354,True,1,1,1,1.0
MGYP000299998041,True,2,2,2,1.0
MGYP000300083779,True,8,8,8,1.0
MGYP000300651807,True,1,1,1,1.0
MGYP000301003313,True,7,7,7,1.0
MGYP000303279184,True,1,1,1,1.0
MGYP000303861242,True,3,3,3,1.0
MGYP000304627590,True,1,1,1,1.0
MGYP000305595971,True,2,2,2,1.0
MGYP000308507051,True,2,2,2,1.0
MGYP000308794339,True,1,1,1,1.0
MGYP000309242126,True,1,1,1,1.0
MGYP000310183068,True,5,5,5,1.0
MGYP000311475845,True,4,4,4,1.0
MGYP000311673219,True,4,4,4,1.0
MGYP000312254304,True,2,2,2,1.0
MGYP000312756898,True,4,4,4,1.0
MGYP000313873760,True,2,2,2,1.0
MGYP000313911750,True,2,2,2,1.0
MGYP000313940035,True,3,3,3,1.0
MGYP000314936353,True,1,1,1,1.0
MGYP000315111649,True,2,2,2,1.0
MGYP000315445416,True,1,1,1,1.0
MGYP000315628727,True,3,3,3,1.0
MGYP000316434883,True,2,2,2,1.0
MGYP000316886656,True,3,3,3,1.0
MGYP000318025308,True,3,3,3,1.0
MGYP000318122948,True,1,1,1,1.0
MGYP000319560946,True,2,2,2,1.0
MGYP000321305172,True,7,7,7,1.0
MGYP000321960613,True,1,1,1,1.0
MGYP000322928973,True,2,2,2,1.0
MGYP000323000689,True,4,4,4,1.0
MGYP000323626817,True,1,1,1,1.0
MGYP000323792027,True,1,1,1,1.0
MGYP000323823966,True,1,1,1,1.0
MGYP000327456366,True,3,3,3,1.0
MGYP000328991678,True,1,1,1,1.0
MGYP000329094593,True,4,4,4,1.0
MGYP000329475115,True,8,8,8,1.0
MGYP000330086308,True,1,1,1,1.0
MGYP000330400328,True,2,2,2,1.0
MGYP000330463620,True,1,1,1,1.0
MGYP000331695375,True,5,5,5,1.0
MGYP000331825889,True,3,3,3,1.0
MGYP000332096225,True,3,3,3,1.0
MGYP000332745744,True,3,3,3,1.0
MGYP000332827580,True,2,2,2,1.0
MGYP000332861111,True,1,1,1,1.0
MGYP000333523545,True,1,1,1,1.0
MGYP000336281736,True,1,1,1,1.0
MGYP000336747072,True,2,2,2,1.0
MGYP000336769802,True,8,8,8,1.0
MGYP000337689578,True,10,10,10,1.0
MGYP000337727429,True,1,1,1,1.0
MGYP000337943594,True,3,3,3,1.0
MGYP000338222125,True,1,1,1,1.0
MGYP000338311122,True,1,1,1,1.0
MGYP000340968912,True,4,4,4,1.0
MGYP000341124124,True,2,2,2,1.0
MGYP000341268617,True,2,2,2,1.0
MGYP000341355772,True,2,2,2,1.0
MGYP000341542639,True,2,2,2,1.0
MGYP000341841861,True,1,1,1,1.0
MGYP000341938564,True,8,8,8,1.0
MGYP000342175362,True,1,1,1,1.0
MGYP000342182318,True,4,4,4,1.0
MGYP000342357525,True,1,1,1,1.0
MGYP000342741705,True,1,1,1,1.0
MGYP000343353646,True,2,2,2,1.0
MGYP000343426575,True,1,1,1,1.0
MGYP000344770495,True,1,1,1,1.0
MGYP000346528737,True,4,4,4,1.0
MGYP000346622928,True,1,1,1,1.0
MGYP000346816744,True,4,4,4,1.0
MGYP000347497709,True,1,1,1,1.0
MGYP000347592941,True,2,2,2,1.0
MGYP000348019899,True,1,1,1,1.0
MGYP000348481927,True,1,1,1,1.0
MGYP000349397608,True,1,1,1,1.0
MGYP000349400946,True,1,1,1,1.0
MGYP000350026914,True,1,1,1,1.0
MGYP000350549781,True,3,3,3,1.0
MGYP000352293843,True,4,4,4,1.0
MGYP000352590377,True,3,3,3,1.0
MGYP000353529021,True,6,6,6,1.0
MGYP000353708276,True,1,1,1,1.0
MGYP000353758989,True,3,3,3,1.0
MGYP000353962708,True,1,1,1,1.0
MGYP000354442769,True,1,1,1,1.0
MGYP000355272102,True,3,3,3,1.0
MGYP000355291634,True,2,2,2,1.0
MGYP000355309174,True,2,2,2,1.0
MGYP000355395683,True,4,4,4,1.0
MGYP000355397127,True,5,5,5,1.0
MGYP000355666064,True,3,3,3,1.0
MGYP000356235241,True,2,2,2,1.0
MGYP000356314737,True,1,1,1,1.0
MGYP000356487177,True,1,1,1,1.0
MGYP000357182494,True,2,2,2,1.0
MGYP000357371950,True,1,1,1,1.0
MGYP000357607430,True,1,1,1,1.0
MGYP000358401388,True,1,1,1,1.0
MGYP000358415451,True,1,1,1,1.0
MGYP000358964247,True,7,7,7,1.0
MGYP000359868598,True,1,1,1,1.0
MGYP000360107053,True,3,3,3,1.0
MGYP000360702698,True,1,1,1,1.0
MGYP000361319643,True,1,1,1,1.0
MGYP000361739807,True,3,3,3,1.0
MGYP000362572620,True,1,1,1,1.0
MGYP000362657399,True,10,10,10,1.0
MGYP000362733355,True,1,1,1,1.0
MGYP000363660583,True,6,6,6,1.0
MGYP000364295158,True,1,1,1,1.0
MGYP000365056716,True,1,1,1,1.0
MGYP000365133712,True,3,3,3,1.0
MGYP000365474160,True,1,1,1,1.0
MGYP000365486463,True,1,1,1,1.0
MGYP000367575674,True,2,2,2,1.0
MGYP000367579393,True,2,2,2,1.0
MGYP000367761358,True,1,1,1,1.0
MGYP000369959825,True,2,2,2,1.0
MGYP000370266308,True,2,2,2,1.0
MGYP000370795900,True,2,2,2,1.0
MGYP000373368941,True,1,1,1,1.0
MGYP000374148859,True,1,1,1,1.0
MGYP000374573392,True,5,5,5,1.0
MGYP000375044747,True,2,2,2,1.0
MGYP000375373605,True,2,2,2,1.0
MGYP000375860726,True,3,3,3,1.0
MGYP000375940974,True,1,1,1,1.0
