site,cosine
1433_2,0.99697521604615
1433_2,0.9925990419877937
1433_2,0.9988190727844051
1433_2,0.9991302032559013
1433_2,0.9996851947283052
1433_2,0.9984135389319272
1433_2,0.9998168175669992
1433_2,0.9994371367859114
1433_2,0.9995535707507266
1433_2,0.9988257843380723
1433_2,0.999463214626155
1433_2,0.9947460952288811
1433_2,0.9900539329342586
1433_2,0.9977897096811875
1433_2,0.9988791379999784
1433_2,0.9996050420740018
1433_2,0.9984547124566434
1433_2,0.9996994170830579
1433_2,0.9996849117360935
1433_2,0.9998929777330269
1433_2,0.9984709356508459
1433_2,0.9997372916348556
1433_2,0.9950761384274992
1433_2,0.9861555760642063
1433_2,0.9983068803409966
1433_2,0.999319424618226
1433_2,0.9996590191811978
1433_2,0.9983597357122757
1433_2,0.9997318054945173
1433_2,0.9996141376998069
1433_2,0.9998295792334264
1433_2,0.9993578752870433
1433_2,0.9997835965103944
1433_2,0.9967731194355056
1433_2,0.991146562059328
1433_2,0.9986573215197232
1433_2,0.9994391210727911
1433_2,0.9997900346437507
1433_2,0.9997204224810567
1433_2,0.9998909560697887
1433_2,0.9998736855874453
1433_2,0.9998904709352724
1433_2,0.9972270252418327
1433_2,0.9987584530349553
1433_2,0.9839249905722226
1433_2,0.9907129074665177
1433_2,0.9964462098545974
1433_2,0.996315904595483
1433_2,0.9990312735039171
1433_2,0.9988226721928442
1433_2,0.9979281173950636
1433_2,0.9985885968261812
1433_2,0.9993126458566378
1433_2,0.9975462516882078
1433_2,0.9995188080531314
1433_2,0.9965556011848706
1433_2,0.9934495062577935
1433_2,0.998667811903674
1433_2,0.9995440046741816
1433_2,0.9997073313373428
1433_2,0.9994528364783507
1433_2,0.9996725262986831
1433_2,0.9992056202121384
1433_2,0.999517558958615
1433_2,0.9993208305646694
1433_2,0.9992826259961741
1433_2,0.9948433124874898
1433_2,0.988937040809896
1433_2,0.9979313536797558
1433_2,0.9992935156290749
1433_2,0.9997501496330925
1433_2,0.999623431720675
1433_2,0.999653287588205
1433_2,0.9995054474399944
1433_2,0.9997965516036306
1433_2,0.9993964150465827
1433_2,0.9997422224333564
1433_2,0.9947187258840487
1433_2,0.9851450763846907
1433_2,0.9977275738480286
1433_2,0.9990864126134846
1433_2,0.9996788220925305
1433_2,0.9981251564868611
1433_2,0.99957761504975
1433_2,0.9993633457089602
1433_2,0.9997770744539629
1433_2,0.9993753562964438
1433_2,0.9997764985557527
1433_2,0.9968947929832753
1433_2,0.9893956229698123
1433_2,0.9983235695533009
1433_2,0.999679917523871
1433_2,0.999785577938589
1433_2,0.9985069288715082
1433_2,0.9996895729916491
1433_2,0.9995245213355485
1433_2,0.9998576276302432
1433_2,0.9978959135805813
1433_2,0.9992080590969177
1433_2,0.9826287817508191
1433_2,0.9856466263620136
1433_2,0.9962392928852367
1433_2,0.9967830142658102
1433_2,0.9990936065981008
1433_2,0.9965762066189694
1433_2,0.9981767440457382
1433_2,0.9979224383030197
1433_2,0.9992712179574016
1433_2,0.9979347574940818
1433_2,0.999259802157692
1433_2,0.9964319510324482
1433_2,0.9961156863330785
1433_2,0.9992699695329038
1433_2,0.9994139288749961
1433_2,0.999558829734256
1433_2,0.999552667761489
1433_2,0.9997043930933751
1433_2,0.9992163846010581
1433_2,0.9996634853337638
1433_2,0.9993195218329768
1433_2,0.9992358445879298
1433_2,0.9973522236412532
1433_2,0.9937783882824952
1433_2,0.9992208587785719
1433_2,0.9988873191360291
1433_2,0.99950057045291
1433_2,0.9982702046932378
1433_2,0.9996999279437038
1433_2,0.9989151343187262
1433_2,0.9996383511450925
1433_2,0.9993841296985583
1433_2,0.9993072625142642
1433_2,0.998180790661108
1433_2,0.9945296758108123
1433_2,0.9992491734092936
1433_2,0.9995480741798137
1433_2,0.9995901791975351
1433_2,0.998293969445697
1433_2,0.999737641974092
1433_2,0.9992611983350693
1433_2,0.9994158491162881
1433_2,0.9972134814259658
1433_2,0.9980271093004938
1433_2,0.9844795793308934
1433_2,0.9869520642048677
1433_2,0.9964347441377731
1433_2,0.9965085379543915
1433_2,0.9989592114861744
1433_2,0.9965224369142368
1433_2,0.9978386542495377
1433_2,0.9978882301808673
1433_2,0.9991526569703693
1433_2,0.9981661795212621
1433_2,0.9993708355973134
1433_2,0.9986938388247791
1433_2,0.9960537808482535
1433_2,0.9994476935080931
1433_2,0.9992338870416125
1433_2,0.9995122443980717
1433_2,0.9980118307696825
1433_2,0.9997313012044503
1433_2,0.9996513069911241
1433_2,0.999828411249932
1433_2,0.9992062090498406
1433_2,0.9997267271920915
1433_2,0.9977808048719138
1433_2,0.9942574433316727
1433_2,0.9988850569509726
1433_2,0.9995167275862423
1433_2,0.9996866702394662
1433_2,0.9983249652536974
1433_2,0.9996590850737952
1433_2,0.9997527660563341
1433_2,0.9997339970630573
1433_2,0.9984199962474529
1433_2,0.9992303915823672
1433_2,0.9821695130348019
1433_2,0.9827623208791123
1433_2,0.9955915726405854
1433_2,0.9961567962884252
1433_2,0.9991227040327938
1433_2,0.9965716295552403
1433_2,0.9978328896468436
1433_2,0.9987743410988369
1433_2,0.9993596406467071
1433_2,0.997805110912298
1433_2,0.9992139959111653
1433_2,0.997708389494145
1433_2,0.9954655762984681
1433_2,0.9990335761275185
1433_2,0.9993169965799751
1433_2,0.9995981840527343
1433_2,0.9981880868039184
1433_2,0.999685298050045
1433_2,0.9995484789337116
1433_2,0.9996603616199305
1433_2,0.997562023680582
1433_2,0.9990688413590527
1433_2,0.9813585915288258
1433_2,0.9796054351503317
1433_2,0.9953428781782815
1433_2,0.9953710885862401
1433_2,0.9986938080311126
1433_2,0.9970387315235758
1433_2,0.9977176156911194
1433_2,0.9982845068347016
1433_2,0.999241934755104
1433_2,0.9978488739671626
1433_2,0.9992909232167723
1433_2,0.9842563169885277
1433_2,0.9857239659229473
1433_2,0.996153345633059
1433_2,0.9963824178300239
1433_2,0.998842966876973
1433_2,0.998465218992159
1433_2,0.9978514322652586
1433_2,0.9986532793663716
1433_2,0.9991692906318314
1433_2,0.9959709162564744
1433_2,0.9979845656945544
25A_SYNTH_1,0.9929808631991697
25A_SYNTH_1,0.9920279903994721
25A_SYNTH_1,0.23857693760601106
25A_SYNTH_1,0.1929777161256987
25A_SYNTH_1,0.9989372692415343
25A_SYNTH_1,0.9925394467067845
25A_SYNTH_1,0.9872375704737619
25A_SYNTH_1,0.23886632961091703
25A_SYNTH_1,0.19486328062470304
25A_SYNTH_1,0.9984163658976856
25A_SYNTH_1,0.9966003107723869
25A_SYNTH_1,0.9936933099957499
25A_SYNTH_1,0.9986125282346316
25A_SYNTH_1,0.99886985572758
25A_SYNTH_1,0.9991599959392108
25A_SYNTH_2,0.9973382410259416
25A_SYNTH_2,0.9990292336663636
25A_SYNTH_2,0.9994094957977622
25A_SYNTH_2,0.9993484573204678
25A_SYNTH_2,0.9996870429047081
25A_SYNTH_2,0.9997606259578314
25A_SYNTH_2,0.9992035927361059
25A_SYNTH_2,0.9992634560455409
25A_SYNTH_2,0.9978916284373225
25A_SYNTH_2,0.9985497127661392
25A_SYNTH_2,0.9993505032826325
25A_SYNTH_2,0.9995494101199356
25A_SYNTH_2,0.9993649986887709
25A_SYNTH_2,0.9997686437734018
25A_SYNTH_2,0.9992545350282882
25A_SYNTH_2,0.9974657236868695
25A_SYNTH_2,0.9982585734424358
25A_SYNTH_2,0.9985726513114398
25A_SYNTH_2,0.9988731736883536
25A_SYNTH_2,0.9990492602330969
25A_SYNTH_2,0.9991384706255891
25A_SYNTH_2,0.9997985473362876
25A_SYNTH_2,0.9992679416402575
25A_SYNTH_2,0.9977003787949003
2FE2S_FER_1,0.9937682601973867
2FE2S_FER_1,0.9963863687554084
2FE2S_FER_1,0.9962967687421819
2FE2S_FER_1,0.9977930393509166
2FE2S_FER_1,0.9977138124804064
2FE2S_FER_1,0.9974674397630306
2FE2S_FER_1,0.9970231405111102
2FE2S_FER_1,0.9972432123203432
2FE2S_FER_1,0.992145745697523
2FE2S_FER_1,0.9977756527081422
2FE2S_FER_1,0.9986617678715868
2FE2S_FER_1,0.9986841456728079
2FE2S_FER_1,0.9970110563431044
2FE2S_FER_1,0.9977057198094498
2FE2S_FER_1,0.9963103486056859
2FE2S_FER_1,0.9964808471472936
2FE2S_FER_1,0.9960877358436852
2FE2S_FER_1,0.9979004183124014
2FE2S_FER_1,0.9921666321343342
2FE2S_FER_1,0.9917332603217909
2FE2S_FER_1,0.9897086587462179
2FE2S_FER_1,0.9911934760158781
2FE2S_FER_1,0.984682263733639
2FE2S_FER_1,0.9865495547540807
2FE2S_FER_1,0.9922357526050392
2FE2S_FER_1,0.9969634286397452
2FE2S_FER_1,0.9968407409533114
2FE2S_FER_1,0.995153931983272
2FE2S_FER_1,0.9747804064634503
2FE2S_FER_1,0.9961871260425689
2FE2S_FER_1,0.9969354341656083
2FE2S_FER_1,0.9955542297073632
2FE2S_FER_1,0.9958546691003629
2FE2S_FER_1,0.9954346193410796
2FE2S_FER_1,0.982455212748058
2FE2S_FER_1,0.9959011373994412
2FE2S_FER_1,0.9988123144421222
2FE2S_FER_1,0.9983881468049286
2FE2S_FER_1,0.999041851324606
2FE2S_FER_1,0.9934943007055059
2FE2S_FER_1,0.9967359201829176
2FE2S_FER_1,0.9955628236322118
2FE2S_FER_1,0.9926073435377354
2FE2S_FER_1,0.9966381813149049
2FE2S_FER_1,0.9966717379778391
2FE2S_FER_1,0.9943180883304269
2FE2S_FER_1,0.9962579432892807
2FE2S_FER_1,0.996469057403477
2FE2S_FER_1,0.9698638461260631
2FE2S_FER_1,0.9969551198738127
2FE2S_FER_1,0.9978985106882526
2FE2S_FER_1,0.9955161477913593
2FE2S_FER_1,0.9956384373406262
2FE2S_FER_1,0.9937622902608915
2FE2S_FER_1,0.9934168835160402
2FE2S_FER_1,0.9977696225886512
2FE2S_FER_1,0.9937920711625766
2FE2S_FER_1,0.9969167595315157
2FE2S_FER_1,0.997310477709019
2FE2S_FER_1,0.9957041154654086
2FE2S_FER_1,0.9969615788762463
2FE2S_FER_1,0.9873054884995336
2FE2S_FER_1,0.9952537699181863
2FE2S_FER_1,0.9944343675003844
2FE2S_FER_1,0.9844807047613254
2FE2S_FER_1,0.9923910991239264
2FE2S_FER_1,0.9926376620719143
2FE2S_FER_1,0.9828704241211212
2FE2S_FER_1,0.9921721045524375
2FE2S_FER_1,0.9793287555722396
2FE2S_FER_1,0.9677485240777095
2FE2S_FER_1,0.9936476466842044
2FE2S_FER_1,0.9977517659186241
2FE2S_FER_1,0.9986531030710594
2FE2S_FER_1,0.9990047963032521
2FE2S_FER_1,0.9977950626077857
2FE2S_FER_1,0.998176582342689
2FE2S_FER_1,0.9985000111405353
2FE2S_FER_1,0.9920759459892842
2FE2S_FER_1,0.9812342513159497
2FE2S_FER_1,0.9957041310247448
2FE2S_FER_1,0.9992095092272177
2FE2S_FER_1,0.9980211236893747
2FE2S_FER_1,0.9966666495122687
2FE2S_FER_1,0.997531448738499
2FE2S_FER_1,0.9985182884630517
2FE2S_FER_1,0.9970469663260311
2FE2S_FER_1,0.9985943332312636
2FE2S_FER_1,0.9996092178292286
2FE2S_FER_1,0.999748848650062
2FE2S_FER_1,0.9957330542837511
2FE2S_FER_1,0.9948317885911361
2FE2S_FER_1,0.9985667667607618
2FE2S_FER_1,0.990408126101024
2FE2S_FER_1,0.9958557504607684
2FE2S_FER_1,0.9940946362449798
2FE2S_FER_1,0.9984720469707152
2FE2S_FER_1,0.9993629633441399
2FE2S_FER_1,0.9996584161886596
2FE2S_FER_1,0.9992182034347782
2FE2S_FER_1,0.9996378159835017
2FE2S_FER_1,0.9991940399574346
2FE2S_FER_1,0.9993576795967408
2FE2S_FER_1,0.9981425239171478
2FE2S_FER_1,0.9978754291324955
2FE2S_FER_1,0.9893531949722857
2FE2S_FER_1,0.9720789161552117
2FE2S_FER_1,0.9862258835207923
2FE2S_FER_1,0.9765551783224117
2FE2S_FER_1,0.9938498947729629
2FE2S_FER_1,0.9950539944061384
2FE2S_FER_1,0.9970248496851754
2FE2S_FER_1,0.9868750527162303
2FE2S_FER_1,0.9978230816132584
2FE2S_FER_1,0.9991557963459299
2FE2S_FER_1,0.9997959352362289
2FE2S_FER_1,0.9997265425059872
2FE2S_FER_1,0.9906147143110751
2FE2S_FER_1,0.991230699936802
2FE2S_FER_1,0.9964790655554421
2FE2S_FER_1,0.9969636900660439
2FE2S_FER_1,0.9990092479668985
2FE2S_FER_1,0.9947804649924892
2FE2S_FER_1,0.9786584118018353
2FE2S_FER_1,0.9946646001589142
2FE2S_FER_1,0.9890779292777079
2FE2S_FER_1,0.9772396569376312
2FE2S_FER_1,0.9908609485532538
2FE2S_FER_1,0.9958184943669164
2FE2S_FER_1,0.9809432619077432
2FE2S_FER_1,0.9951307193573531
2FE2S_FER_1,0.9952034578844825
2FE2S_FER_1,0.988281701073436
2FE2S_FER_1,0.9960090289194683
2FE2S_FER_1,0.9950273499426848
2FE2S_FER_1,0.9995140656934676
2FE2S_FER_1,0.999676132929344
2FE2S_FER_1,0.9991275898505674
2FE2S_FER_1,0.9995640618018296
2FE2S_FER_1,0.9993849667059544
2FE2S_FER_1,0.9992214478893899
2FE2S_FER_1,0.9991256448088356
2FE2S_FER_1,0.9996136892190515
2FE2S_FER_1,0.9996642480678284
2FE2S_FER_1,0.9942618542871869
2FE2S_FER_1,0.9943639555285744
2FE2S_FER_1,0.9968423550351155
2FE2S_FER_1,0.9897168480976788
2FE2S_FER_1,0.9918715682989703
2FE2S_FER_1,0.9960756220742328
2FE2S_FER_1,0.9983319540692926
2FE2S_FER_1,0.9934502724678134
2FE2S_FER_1,0.997697974398378
2FE2S_FER_1,0.9913651392866516
2FE2S_FER_1,0.9814101802648814
2FE2S_FER_1,0.9981641764825457
2FE2S_FER_1,0.9980857287768657
2FE2S_FER_1,0.9987532446041096
2FE2S_FER_1,0.9987745750302117
2FE2S_FER_1,0.99627654014663
2FE2S_FER_1,0.99591448877556
2FE2S_FER_1,0.998082288133923
2FE2S_FER_1,0.994052441457268
2FE2S_FER_1,0.9911607264065502
2FE2S_FER_1,0.9972652042187852
2FE2S_FER_1,0.9933662575764217
2FE2S_FER_1,0.9993616418605923
2FE2S_FER_1,0.9997477045689128
2FE2S_FER_1,0.9988462677577079
2FE2S_FER_1,0.9992450212383899
2FE2S_FER_1,0.9997444570922365
2FE2S_FER_1,0.9983162703240215
2FE2S_FER_1,0.9961448035392546
2FE2S_FER_1,0.9977654935377305
2FE2S_FER_1,0.9957238045182094
2FE2S_FER_1,0.9972825036609626
2FE2S_FER_1,0.995394723576554
2FE2S_FER_1,0.9995008060109605
2FE2S_FER_1,0.9994714399706179
2FE2S_FER_1,0.9995790248136733
2FE2S_FER_1,0.9995002102277458
2FE2S_FER_1,0.9992748789076701
2FE2S_FER_1,0.9995740210246927
2FE2S_FER_1,0.9974622255945386
2FE2S_FER_1,0.9971041552916567
2FE2S_FER_1,0.9968306023767256
2FE2S_FER_1,0.9918592028082441
2FE2S_FER_1,0.9764222345263003
2FE2S_FER_1,0.9866704878760318
2FE2S_FER_1,0.9857650007567799
2FE2S_FER_1,0.9951513056001626
2FE2S_FER_1,0.9957481152490145
2FE2S_FER_1,0.9976955357242284
2FE2S_FER_1,0.9849840111751821
2FE2S_FER_1,0.9979339466454134
2FE2S_FER_1,0.9996547897906345
2FE2S_FER_1,0.9992767382516162
2FE2S_FER_1,0.9995255623348996
2FE2S_FER_1,0.9946688848124807
2FE2S_FER_1,0.9897336001175048
2FE2S_FER_1,0.9966268232739103
2FE2S_FER_1,0.9994625904733427
2FE2S_FER_1,0.9995686997193178
2FE2S_FER_1,0.9961780960592824
2FE2S_FER_1,0.9873896628859063
2FE2S_FER_1,0.9956395576310875
2FE2S_FER_1,0.9905167731931227
2FE2S_FER_1,0.9864310576915177
2FE2S_FER_1,0.9930524754973998
2FE2S_FER_1,0.9963044855414163
2FE2S_FER_1,0.9890964543770538
2FE2S_FER_1,0.9959062881719092
2FE2S_FER_1,0.9956933156130857
2FE2S_FER_1,0.9814475734210174
2FE2S_FER_1,0.9969532413664552
2FE2S_FER_1,0.9959648943369763
2FE2S_FER_1,0.9991530763349137
2FE2S_FER_1,0.9992519136358919
2FE2S_FER_1,0.9986717624733681
2FE2S_FER_1,0.9981560868382461
2FE2S_FER_1,0.9995146534552739
2FE2S_FER_1,0.9988227716001838
2FE2S_FER_1,0.9997206996985422
2FE2S_FER_1,0.999597072211967
2FE2S_FER_1,0.9994663937853692
2FE2S_FER_1,0.9973325098786591
2FE2S_FER_1,0.9933696794202181
2FE2S_FER_1,0.9968443454283699
2FE2S_FER_1,0.9938646442861281
2FE2S_FER_1,0.9906692524933131
2FE2S_FER_1,0.9955642854960431
2FE2S_FER_1,0.9971857064542056
2FE2S_FER_1,0.9914174143437432
2FE2S_FER_1,0.9971843825760922
2FE2S_FER_1,0.9874792856321132
2FE2S_FER_1,0.9793506206458085
2FE2S_FER_1,0.9976601926174142
2FE2S_FER_1,0.9997260341689762
2FE2S_FER_1,0.9995126636593932
2FE2S_FER_1,0.9993980114000437
2FE2S_FER_1,0.9985383800011359
2FE2S_FER_1,0.9974390186668016
2FE2S_FER_1,0.9987654149767017
2FE2S_FER_1,0.9955689536908688
2FE2S_FER_1,0.9895371888825839
2FE2S_FER_1,0.9972035051720515
2FE2S_FER_1,0.9974037098492171
2FE2S_FER_1,0.999706948783484
2FE2S_FER_1,0.9996994045596842
2FE2S_FER_1,0.9996626870910252
2FE2S_FER_1,0.9996293831861403
2FE2S_FER_1,0.9998086338627841
2FE2S_FER_1,0.9967652582692136
2FE2S_FER_1,0.9963815319808661
2FE2S_FER_1,0.9897900370869404
2FE2S_FER_1,0.9982856539741045
2FE2S_FER_1,0.9957787248704443
2FE2S_FER_1,0.9982002670936206
2FE2S_FER_1,0.9974455888713148
2FE2S_FER_1,0.9941788911459493
2FE2S_FER_1,0.9964972826524446
2FE2S_FER_1,0.9940143871644225
2FE2S_FER_1,0.9884555710812574
2FE2S_FER_1,0.9983271804056382
2FE2S_FER_1,0.9914647792676045
2FE2S_FER_1,0.9817879950279014
2FE2S_FER_1,0.9839054158988039
2FE2S_FER_1,0.9889545282572212
2FE2S_FER_1,0.9962909832785504
2FE2S_FER_1,0.9920484477432012
2FE2S_FER_1,0.9966391394678655
2FE2S_FER_1,0.9750490039318416
2FE2S_FER_1,0.9959771370604257
2FE2S_FER_1,0.9975470721573092
2FE2S_FER_1,0.993737152479929
2FE2S_FER_1,0.9984161530925307
2FE2S_FER_1,0.9959766703958605
2FE2S_FER_1,0.9835561436253214
2FE2S_FER_1,0.9948158027366238
2FE2S_FER_1,0.9986042382603642
2FE2S_FER_1,0.9962106426006709
2FE2S_FER_1,0.9902883958032257
2FE2S_FER_1,0.9901536972355606
2FE2S_FER_1,0.9945610026573489
2FE2S_FER_1,0.9840718920522463
2FE2S_FER_1,0.9898871762762573
2FE2S_FER_1,0.9953413873235112
2FE2S_FER_1,0.993170711038236
2FE2S_FER_1,0.9919912003550626
2FE2S_FER_1,0.9941323347291094
2FE2S_FER_1,0.9927298116068619
2FE2S_FER_1,0.977519344226163
2FE2S_FER_1,0.9954864415343812
2FE2S_FER_1,0.9907997695115647
2FE2S_FER_1,0.9966555692114111
2FE2S_FER_1,0.9934877060398193
2FE2S_FER_1,0.9982983149932922
2FE2S_FER_1,0.995397024417593
2FE2S_FER_1,0.9951817439112243
2FE2S_FER_1,0.9983073253903164
2FE2S_FER_1,0.9977571495593103
2FE2S_FER_1,0.9953405849885681
2FE2S_FER_1,0.9984676881920225
2FE2S_FER_1,0.997667893036294
2FE2S_FER_1,0.9887013111187498
2FE2S_FER_1,0.9951019329290598
2FE2S_FER_1,0.9948178916889601
2FE2S_FER_1,0.9861558183531026
2FE2S_FER_1,0.9953993245591973
2FE2S_FER_1,0.9948402153069764
2FE2S_FER_1,0.9805449419792265
2FE2S_FER_1,0.9974020151233876
2FE2S_FER_1,0.9852487302538651
2FE2S_FER_1,0.9720251936476998
2FE2S_FER_1,0.9979230465140194
2FE2S_FER_1,0.99854022738792
2FE2S_FER_1,0.9971703306144817
2FE2S_FER_1,0.9958017347336148
2FE2S_FER_1,0.997473338666495
2FE2S_FER_1,0.9972040705861779
2FE2S_FER_1,0.9954001046121479
2FE2S_FER_1,0.996456242547699
2FE2S_FER_1,0.9828530626959109
2FE2S_FER_1,0.9956452273357094
2FE2S_FER_1,0.9968524900826612
2FE2S_FER_1,0.9960599062598905
2FE2S_FER_1,0.9982131418099746
2FE2S_FER_1,0.9978556410725034
2FE2S_FER_1,0.9965740456074239
2FE2S_FER_1,0.9978590849042165
2FE2S_FER_1,0.9951587554355701
2FE2S_FER_1,0.9971413356187454
2FE2S_FER_1,0.9941890758058548
2FE2S_FER_1,0.9938836729217487
2FE2S_FER_1,0.9958244774583276
2FE2S_FER_1,0.9957086345349024
2FE2S_FER_1,0.9888062610678588
2FE2S_FER_1,0.9922287734405368
2FE2S_FER_1,0.9869577291159216
2FE2S_FER_1,0.9920238708978203
2FE2S_FER_1,0.985699146591851
2FE2S_FER_1,0.9902795234314089
2FE2S_FER_1,0.9940607406038716
2FE2S_FER_1,0.9961624850547579
2FE2S_FER_1,0.9970102816050631
2FE2S_FER_1,0.9932251522467889
2FE2S_FER_1,0.97625719736479
2FE2S_FER_1,0.9956048465591811
2FE2S_FER_1,0.9942246062919747
2FE2S_FER_1,0.99501775449715
2FE2S_FER_1,0.9934370845815506
2FE2S_FER_1,0.9964684687954377
2FE2S_FER_1,0.9829532613096045
2FE2S_FER_1,0.995574648164348
2FE2S_FER_1,0.9972087653322186
2FE2S_FER_1,0.9981010848256859
2FE2S_FER_1,0.998233708482374
2FE2S_FER_1,0.9952439993331638
2FE2S_FER_1,0.9966414806229774
2FE2S_FER_1,0.9965348920539858
2FE2S_FER_1,0.9947594147678025
2FE2S_FER_1,0.9958824837994663
2FE2S_FER_1,0.9963974402107907
2FE2S_FER_1,0.9963255334424221
2FE2S_FER_1,0.9959327675438356
2FE2S_FER_1,0.9967621863636139
2FE2S_FER_1,0.9665170386198549
2FE2S_FER_1,0.9965345972869618
2FE2S_FER_1,0.99794070653481
2FE2S_FER_1,0.9923340802353678
2FE2S_FER_1,0.9952181545946569
2FE2S_FER_1,0.9911524928811394
2FE2S_FER_1,0.9902876058690594
2FE2S_FER_1,0.9974805154871128
2FE2S_FER_1,0.9907445830168939
2FE2S_FER_1,0.9943755129031204
2FE2S_FER_1,0.996665883879613
2FE2S_FER_1,0.9933178692421263
2FE2S_FER_1,0.9968995880985045
2FE2S_FER_1,0.9875100967943181
2FE2S_FER_1,0.9948555786460687
2FE2S_FER_1,0.9949751827285603
2FE2S_FER_1,0.9846398256081418
2FE2S_FER_1,0.9911565166402478
2FE2S_FER_1,0.9905779389880119
2FE2S_FER_1,0.984469412943713
2FE2S_FER_1,0.9908219190268603
2FE2S_FER_1,0.9766793417926543
2FE2S_FER_1,0.9689521736918997
2FE2S_FER_1,0.9922190602707359
2FE2S_FER_1,0.9964218911407237
2FE2S_FER_1,0.9982863764828774
2FE2S_FER_1,0.9975169947508385
